id,status,notes,db_name,source_name,db_brand,db_model,db_reference,source_reference,db_price,source_price,db_image_count,source_image_count,image,source_url
avi-patek-philippe-nautilus-7118-1200a-010-silver-dial-g07118-,mismatch,name;reference,"Patek Philippe Nautilus 7118/1200A-010, Stainless Steel, Silver Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1200A-010,129900,129900.0,3,3,/api/uploads/aviandco/products/patek-phillippe-nautilus-g07118-1200a-010-001-1-4c519a8643bb915b.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1200a-010-silver-dial-g07118-1200a-010-001
avi-patek-philippe-nautilus-7118-1200a-011-gray-dial-g07118-12,mismatch,name;reference,"Patek Philippe Nautilus 7118/1200A-011, Stainless Steel, Gray Opaline Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1200A-011,118900,118900.0,12,3,/api/uploads/aviandco/products/pp-nautilus-7118-1200a-011-gray-dial-1-1-1-1-e9591d8246e3c19d.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1200a-011-gray-dial-g07118-1200a-011
avi-patek-philippe-nautilus-7118-1200a-011-grey-opaline-dial-7,mismatch,name;reference,"Patek Philippe Nautilus 7118/1200A-011, Stainless Steel, Diamond Bezel, Grey Opaline Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1200A-011,118400,118400.0,3,3,/api/uploads/aviandco/products/patek-philippe-nautilus-7118-1200a-008-1-723df0e8d371a0ff.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1200a-011-grey-opaline-dial-7118-1200a-008
avi-patek-philippe-nautilus-7118-1200r-001-silver-opaline-dial,mismatch,name;reference,"Patek Philippe Nautilus 7118/1200R-001, 18K Rose Gold, Diamond Bezel, Silver Opaline Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1200R-001,199000,199000.0,3,3,/api/uploads/aviandco/products/patek-phillipe-nautilus-7118-1200r-013-1-c2f7f4cdf0d30069.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1200r-001-silver-opaline-dial-7118-1200r-013
avi-patek-philippe-nautilus-7118-1450r-001-pave-dial-7118-1450,mismatch,name;price;reference,"Patek Philippe Nautilus 7118/1450R-001, 18K Rose Gold, Pave Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1450R-001,459100,443800.0,12,3,/api/uploads/aviandco/products/patek-phillipe-nautilus-7118-1450r-001-1-2e3646ecab7031c0.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1450r-001-pave-dial-7118-1450r-001
avi-patek-philippe-nautilus-7118-1a-001-blue-dial-7118-1a-004,mismatch,name;price;reference,"Patek Philippe Nautilus 7118/1A-001, Steel, Blue Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1A-001,91900,89300.0,3,3,/api/uploads/aviandco/products/patek-philippe-nautilus-7118-1a-004-1-d97f9663878de61d.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1a-001-blue-dial-7118-1a-004
avi-patek-philippe-nautilus-7118-1a-010-silver-dial-7118-1a-00,mismatch,name,"Patek Philippe Nautilus 7118/1A-010, Stainless Steel, Silver Dial, 35 mm",There has been an error processing your request,Patek Philippe,NULL,NULL,,98900,0,3,0,/api/uploads/aviandco/products/patek-philippe-nautilus-7118-1a-003-1-8dcdec2ced1e5047.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1a-010-silver-dial-7118-1a-003
avi-patek-philippe-nautilus-7118-1a-011-grey-opaline-index-dia,mismatch,name;price;reference,"Patek Philippe Nautilus 7118/1A-011, Stainless Steel, Gray Opaline Index Dial, 35 mm (2026)",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1A-011,0,91900.0,12,3,/api/uploads/aviandco/products/patek-philippe-nautilus-7118-1a-005-1-bf9fa1b85ec634ec.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1a-011-grey-opaline-index-dial-7118-1a-005
avi-patek-philippe-nautilus-7118-1r-010-gold-index-dial-7118-1,mismatch,name,"Patek Philippe Nautilus 7118/1R-010, Tiffany Stamp, 18K Rose Gold, Golden Opaline Dial, 35 mm",There has been an error processing your request,Patek Philippe,NULL,NULL,,173500,0,3,0,/api/uploads/aviandco/products/patek-philippe-nautilus-7118-1r-004-1-41c8956e44d1afaa.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1r-010-gold-index-dial-7118-1r-004
avi-patek-philippe-nautilus-7118-1r-010-gold-opaline-dial-7118,mismatch,name;price;reference,"Patek Philippe Nautilus 7118/1R-010, 18K Rose Gold, Gold Opaline Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1R-010,0,134900.0,12,3,/api/uploads/aviandco/products/patek-philippe-nautilus-7118-1r-002-1-1-ce14f1b5d24b98f5.jpg,https://www.aviandco.com/patek-philippe-nautilus-7118-1r-010-gold-opaline-dial-7118-1r-005
avi-patek-philippe-nautilus-joaillerie-7118-1300r-rose-gold-sp,mismatch,name;reference,"Patek Philippe Nautilus 7118-1300R-001, ""Joaillerie"", 18K Rose Gold, Spessartite Bezel, Rose Gold Baguette Dial, 35 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,7118/1300R-001,260200,260200.0,12,3,/api/uploads/aviandco/products/patek-phillpe-nautilus-7118-1300r-002-1-2b51b87f6676e645.jpg,https://www.aviandco.com/patek-philippe-nautilus-joaillerie-7118-1300r-rose-gold-spessartite-baguette-dial-7118-1300r-004
avi-patek-philippe-nautlius-5723-112r-001-brown-dial-g05723-11,mismatch,name;price;reference,"Patek Philippe Nautilus 5723/112R-001, Rose Gold, Brown Dial, 41 mm",Patek Philippe Nautilus,Patek Philippe,NULL,NULL,5723/112R-001,0,959900.0,3,3,/api/uploads/aviandco/products/patek-philippe-nautilus-5723-112r-001-001-1-70cb4732fdf57307.jpg,https://www.aviandco.com/patek-philippe-nautlius-5723-112r-001-brown-dial-g05723-112r-001
avi-patek-philippe-perpetual-calendar-chronograph-5270p-014-gr,mismatch,name;price;reference,"Patek Philippe Perpetual Calendar 5270P-014, Perpetual Calendar, Platinum, Green Dial, 41 mm",Patek Philippe Perpetual Calendar,Patek Philippe,NULL,NULL,5270P-014,168400,163300.0,3,3,/api/uploads/aviandco/products/patek-philippe-grand-complications-5270p-014-1-3-6e081dc94b6519af.jpg,https://www.aviandco.com/patek-philippe-perpetual-calendar-chronograph-5270p-014-green-dial-5270p-004
avi-patek-philippe-rose-gold-7300r-001-brown-dial-g07300r-001,mismatch,name;reference,"Patek Philippe Twenty-4 7300/1200R-001, Rose Gold, Brown Dial, 36 mm",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,7300/1200R,57900,57900.0,6,3,/api/uploads/aviandco/products/pkt490002--1-111-1-acd31af5f49e633b.jpg,https://www.aviandco.com/patek-philippe-rose-gold-7300r-001-brown-dial-g07300r-001
avi-patek-philippe-twenty-4-4910-1200a-001-blue-dial-g04910-00,mismatch,name,"Patek Philippe Twenty-4 4910/1200A-001, Stainless Steel, Blue Dial, 30 mm",There has been an error processing your request,Patek Philippe,NULL,NULL,,21900,0,8,0,/api/uploads/aviandco/products/pkt490008--1-155-1-2f5c36ce81a8535a.jpg,https://www.aviandco.com/patek-philippe-twenty-4-4910-1200a-001-blue-dial-g04910-001
avi-patek-philippe-twenty-4-4910-1200a-011-green-dial-4910-120,mismatch,name;price;reference,"Patek Philippe Twenty-4 4910/1200A-011, Stainless Steel, Diamond Bezel, Green Dial, 30 mm",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,4910/1200A-011,0,20900.0,3,3,/api/uploads/aviandco/products/patek-philippe-twenty-4910-1200a-004-1-e32306321c2032c8.jpg,https://www.aviandco.com/patek-philippe-twenty-4-4910-1200a-011-green-dial-4910-1200a-004
avi-patek-philippe-twenty-4-4910-1201r-010-purple-dial-g04910-,mismatch,name;reference,"Patek Philippe Twenty-4 4910/1201R-010, 18K Rose Gold, Gem Bezel, Purple Dial, 30 mm",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,4910/1201R-010,44900,44900.0,3,3,/api/uploads/aviandco/products/patek-phillipe-twenty-4-49101201r-001-1-3-778589d2700b9a74.jpg,https://www.aviandco.com/patek-philippe-twenty-4-4910-1201r-010-purple-dial-g04910-1201r-001
avi-patek-philippe-twenty-4-7300-1200a-001-blue-dial-7300-1200,mismatch,name;price;reference,"Patek Philippe Twenty-4 7300/1200A-001, Stainless Steel, Blue Arabic Numerals Dial, 36 mm",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,7300/1200A-001,0,27600.0,3,3,/api/uploads/aviandco/products/patek-philippe-twenty-4-7300-1200a-1-1-1-e651320da4f4de36.jpg,https://www.aviandco.com/patek-philippe-twenty-4-7300-1200a-001-blue-dial-7300-1200a-003
avi-patek-philippe-twenty-4-7300-1200a-011-green-arabic-dial-7,mismatch,name;reference,"Patek Philippe Twenty-4 7300/1200A-011, Stainless Steel, Diamond Bezel, Olive Green Arabic Dial, 36 mm (2026)",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,7300/1200A-011,29100,29100.0,3,3,/api/uploads/aviandco/products/patek-philippe-twenty-4-7300-1200a-006-1-2ca264ce2cbdfcde.jpg,https://www.aviandco.com/patek-philippe-twenty-4-7300-1200a-011-green-arabic-dial-7300-1200a-006
avi-patek-philippe-twenty-4-7300-1200r-001-brown-sunburst-dial,mismatch,name;price;reference,"Patek Philippe Twenty-4 7300/1200R-001, 18K Rose Gold, Diamond Bezel, Brown Sunburst Dial, 36MM",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,7300/1200R-001,57200,55100.0,3,3,/api/uploads/aviandco/products/patek-philippe-twenty-4-7300-1200r-002-1-20485399aaea0283.jpg,https://www.aviandco.com/patek-philippe-twenty-4-7300-1200r-001-brown-sunburst-dial-7300-1200r-002
avi-patek-philippe-twenty-4-7300-1200r-011-champagne-dial-7300,mismatch,name;price;reference,"Patek Philippe Twenty-4 7300/1200R-011, 18K Rose Gold, Diamond Bezel, Rose Dial, 36 mm",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,7300/1200R-011,56200,54100.0,4,3,/api/uploads/aviandco/products/patek-philippe-twenty-4-7300-1200r-011-001-1-a8f7d34ba97e7a42.jpg,https://www.aviandco.com/patek-philippe-twenty-4-7300-1200r-011-champagne-dial-7300-1200r-011-001
avi-patek-philippe-twenty-4-7300r-010-silver-satin-dial-g07300,mismatch,name;reference,"Patek Philippe Twenty-4 7300/1200R-010, Rose Gold, Silver Satin Dial, 36 mm",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,7300/1200R,56900,56900.0,3,3,/api/uploads/aviandco/products/pkt490003--1-418-1-4db0c23fe27baac7.jpg,https://www.aviandco.com/patek-philippe-twenty-4-7300r-010-silver-satin-dial-g07300-1200-010
avi-patek-philippe-twenty-4-olive-green-dial-g07300-1200a-011,mismatch,name;reference,"Patek Philippe Twenty-4 7300/1200A-011, Steel, Olive Green Dial, 36 mm",Patek Philippe Twenty-4,Patek Philippe,NULL,NULL,7300/1200A-011,28900,28900.0,3,3,/api/uploads/aviandco/products/green-olive-d9e8a673384c9267.jpg,https://www.aviandco.com/patek-philippe-twenty-4-olive-green-dial-g07300-1200a-011
avi-patek-philippe-world-time-5131g-010-silver-enamel-cloisonn,mismatch,name;reference,"Patek Philippe World Time 5131G-010, World Time, 18K White Gold, Enamel Cloisonne Dial, 40 mm",Patek Philippe World Time,Patek Philippe,NULL,NULL,5131G-010,108200,108200.0,3,3,/api/uploads/aviandco/products/patek-philippe-world-time-5131g-001-1-783575cea882d6b1.jpg,https://www.aviandco.com/patek-philippe-world-time-5131g-010-silver-enamel-cloisonne-dial-5131g-001
avi-patek-philippe-world-time-5231g-001-silver-enamel-cloisonn,mismatch,name;reference,"Patek Philippe World Time 5231G-001, 18K White Gold, Enamel Grand Feu Cloisonne Dial, 39 mm",Patek Philippe World Time,Patek Philippe,NULL,NULL,5231G-001,114300,114300.0,3,3,/api/uploads/aviandco/products/patek-philippe-world-time-5231g-001-1-7ab0dda39ba34edb.jpg,https://www.aviandco.com/patek-philippe-world-time-5231g-001-silver-enamel-cloisonne-dial-5231g-001
avi-patek-philippe-world-time-5330g-001-blue-dial-5330g-001,mismatch,name;price;reference,"Patek Philippe Complications 5330G-001, World Time, 18K White Gold, Blue Grey Opaline Dial, 40 mm",Patek Philippe Complications,Patek Philippe,NULL,NULL,5330G-001,0,75900.0,3,3,/api/uploads/aviandco/products/patek-philippe-complications-5300g-001-1-1-f5ee81d3c8647919.jpg,https://www.aviandco.com/patek-philippe-world-time-5330g-001-blue-dial-5330g-001
avi-patek-philippe-world-time-7130g-015-blue-dial-7130g-002,mismatch,name;price;reference,"Patek Philippe Complications 7130G-015, 18K White Gold, Diamond Bezel, Blue Dial, 36 mm",Patek Philippe Complications,Patek Philippe,NULL,NULL,7130G-015,0,77499.0,3,3,/api/uploads/aviandco/products/7130g-002-1-12703edc2c451a8b.jpg,https://www.aviandco.com/patek-philippe-world-time-7130g-015-blue-dial-7130g-002
avi-patek-philippe-world-time-7130g-016-blue-dial-7130g-003,mismatch,name;reference,"Patek Philippe Complications 7130G-016, World Time, 18K White Gold, Diamond Bezel, Blue Dial, 36 mm",Patek Philippe Complications,Patek Philippe,NULL,NULL,7130G-016,55900,55900.0,3,3,/api/uploads/aviandco/products/7130g-003-1-ba1c719f8f774941.jpg,https://www.aviandco.com/patek-philippe-world-time-7130g-016-blue-dial-7130g-003
avi-patek-philippe-world-time-7130r-014-green-dial-g07130r-3,mismatch,name;reference,"Patek Philippe Complications 7130R-014, World Time, 18K Rose Gold, Diamond Bezel, Green Dial, 36 mm",Patek Philippe Complications,Patek Philippe,NULL,NULL,7130R-014,55900,55900.0,8,3,/api/uploads/aviandco/products/7130r-001-1-1--1-ff78977ca81ee654.jpg,https://www.aviandco.com/patek-philippe-world-time-7130r-014-green-dial-g07130r-3
avi-patek-phillipe-complications-5205r-001-white-dial-5205r-00,mismatch,name;reference,"Patek Philippe Complications 5205R-001, Annual Calendar, 18K Rose Gold, White Dial, 40 mm",Patek Philippe Complications,Patek Philippe,NULL,NULL,5205R-001,47900,47900.0,3,3,/api/uploads/aviandco/products/5205r-007-1-296970e03a753480.jpg,https://www.aviandco.com/patek-phillipe-complications-5205r-001-white-dial-5205r-007
avi-richard-mille-brown-pvd-titanium-automatic-divers-47mm-wat,mismatch,name;price;reference,"Richard Mille RM 028 Titanium Diver Pvd, Skeleton Dial, 47 mm",Richard Mille RM 028,Richard Mille,NULL,NULL,RM028,0,158100.0,10,3,/api/uploads/aviandco/products/g0rm028-001-1-aebe85480c06ed5c.jpg,https://www.aviandco.com/richard-mille-brown-pvd-titanium-automatic-divers-47mm-watch-g0rm028-001
avi-richard-mille-g0-rm-005-18k-rose-gold-skeleton-dial-45-mm,mismatch,name;reference,"Richard Mille RM 005 18K Rose Gold, Skeleton Dial, 45 mm",Richard Mille RM 005,Richard Mille,NULL,NULL,RM005,122900,122900.0,8,3,/api/uploads/aviandco/products/g0rm005rg-01-83ae0e7d55191d86.jpg,https://www.aviandco.com/richard-mille-g0-rm-005-18k-rose-gold-skeleton-dial-45-mm
avi-richard-mille-mclaren-orange-skeleton-dial-g0m11-03-001,mismatch,name;price;reference,"Richard Mille RM 11-03 McLaren Carbon TPT, Skeleton Dial, Orange Strap, 50 mm",Richard Mille RM 11-03,Richard Mille,NULL,NULL,RM11-03,0,399900.0,9,3,/api/uploads/aviandco/products/m11306687--12-1-e73b9530818b8ebc.jpg,https://www.aviandco.com/richard-mille-mclaren-orange-skeleton-dial-g0m11-03-001
avi-richard-mille-rafael-nadal-edition-grey-anthracite-polymer,mismatch,name;price;reference,"Richard Mille RM 27-01 Grey Anthracite Polymer, Tourbillon Skeleton Dial, 46 mm",Richard Mille RM 27-01,Richard Mille,NULL,NULL,RM27-01,0,816000.0,9,3,/api/uploads/aviandco/products/g0rm27-01-001-1-26c32d9442d19aa5.jpg,https://www.aviandco.com/richard-mille-rafael-nadal-edition-grey-anthracite-polymer-47mm-watch-g0rm-27-01
avi-richard-mille-rm-004-v3-asia-edition-skeleton-dial-g0rm-00,mismatch,name;reference,"Richard Mille RM 004-V3 Asia Edition, Carbon, Skeleton Dial, 42 mm",Richard Mille RM 004-V3,Richard Mille,NULL,NULL,RM004,484900,484900.0,11,3,/api/uploads/aviandco/products/m00407002--1-277-1-7a4c913401951baf.jpg,https://www.aviandco.com/richard-mille-rm-004-v3-asia-edition-skeleton-dial-g0rm-004-v3-spy-001
avi-richard-mille-rm-005-skeleton-dial-g0rm005-004,mismatch,name;price;reference,"Richard Mille RM 005 White Gold, Skeleton Dial, 45 mm",Richard Mille RM 005,Richard Mille,NULL,NULL,RM005,0,95900.0,12,3,/api/uploads/aviandco/products/richard-mille-rm005-rm005-003-1-1-beec61c24f6ea79c.jpg,https://www.aviandco.com/richard-mille-rm-005-skeleton-dial-g0rm005-004
avi-richard-mille-rm-011-skeleton-dial-g0-rm011-01,mismatch,name;reference,"Richard Mille RM 011 Titanium, Skeleton Dial, 50 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,168900,168900.0,3,3,/api/uploads/aviandco/products/g0rm011-ti-01-22b0edf1e42a79ec.jpg,https://www.aviandco.com/richard-mille-rm-011-skeleton-dial-g0-rm011-01
avi-richard-mille-rm-011-skeleton-dial-g0-rm011-spy003,mismatch,name;reference,"Richard Mille RM 011 Ceramic, Skeleton Dial, 50 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,359900,359900.0,3,3,/api/uploads/aviandco/products/richard-mille-rm011-g0rm011-spy001-1-85e5b768ec0aa9b4.jpg,https://www.aviandco.com/richard-mille-rm-011-skeleton-dial-g0-rm011-spy003
avi-richard-mille-rm-011-skeleton-dial-g0m01107090,mismatch,name;price;reference,"Richard Mille RM011 ""Felipe Massa"", Full Titanium DLC, Limited Edition, Black Kite, Skeleton Dial, 50 mm",Richard Mille RM011,Richard Mille,NULL,NULL,RM011,0,306100.0,9,3,/api/uploads/aviandco/products/richard-mille-rm011-1-2-588e2e48bb41f58c.jpg,https://www.aviandco.com/richard-mille-rm-011-skeleton-dial-g0m01107090
avi-richard-mille-rm-011-skeleton-dial-g0rm011-020,mismatch,name;price;reference;image_count,"Richard Mille RM 011 ""Felippe Massa"", Flyback Chronograph, Red TPT Quartz, Skeleton Dial, 50 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,0,265300.0,1,3,/api/uploads/aviandco/products/richard-mille-rm011-020-1-9638db0524b93435.jpg,https://www.aviandco.com/richard-mille-rm-011-skeleton-dial-g0rm011-020
avi-richard-mille-rm-011-skeleton-dial-m01107072,mismatch,name;price;reference,"Richard Mille RM 011 Full Titanium, Sand Blast Edition, Skeleton Dial, 45 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,0,248900.0,3,3,/api/uploads/aviandco/products/m01107005--1-59-1-a8d34aeb2907b685.jpg,https://www.aviandco.com/richard-mille-rm-011-skeleton-dial-m01107072
avi-richard-mille-rm-011-skeleton-dial-m01107091,mismatch,name;price;reference,"Richard Mille RM 011 Canada Ltd Edition, 18K Rose Gold, Skeleton Dial, 50 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,0,234700.0,6,3,/api/uploads/aviandco/products/rm011-1-d5c51e7a1d5d406f.jpg,https://www.aviandco.com/richard-mille-rm-011-skeleton-dial-m01107091
avi-richard-mille-rm-011-skeleton-dial-rm011-002,mismatch,name;price;reference,"Richard Mille RM 011 ""Felipe Massa"", Americas Ltd Edition, Skeleton Dial, 50 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,0,200122.98,3,3,/api/uploads/aviandco/products/richard-mille-felipe-massa-amercias-blue-1-1595fbc1a18ddfe0.jpg,https://www.aviandco.com/richard-mille-rm-011-skeleton-dial-rm011-002
avi-richard-mille-rm-011-transparent-dial-g0rm011-spy001,mismatch,name;price;reference,"Richard Mille RM 011 Carbon, Transparent Dial, 50 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,0,260000.0,3,3,/api/uploads/aviandco/products/richard-mille-rm011-g0rm011-spy001-e57b64c798d2943a.jpg,https://www.aviandco.com/richard-mille-rm-011-transparent-dial-g0rm011-spy001
avi-richard-mille-rm-011-transparent-dial-g0rm011-spy005,mismatch,name;reference;image_count,"Richard Mille RM 011 Brown Ceramic, Skeleton Dial, 50 mm",Richard Mille RM 011,Richard Mille,NULL,NULL,RM011,278900,278900.0,1,3,/api/uploads/aviandco/products/richard-mille-rm011-g0rm011-spy005-1-1-40eed3c9fab9d10f.jpg,https://www.aviandco.com/richard-mille-rm-011-transparent-dial-g0rm011-spy005
avi-richard-mille-rm-016-openworked-dial-g0rm-016-spy001,mismatch,name;reference,"Richard Mille RM 016 White Gold, Openworked Dial, 40 mm",Richard Mille RM 016,Richard Mille,NULL,NULL,RM016,83900,83900.0,3,3,/api/uploads/aviandco/products/richard-mille-rm-016-g0rm-016-spy001-8dd0cf3cef15522a.jpg,https://www.aviandco.com/richard-mille-rm-016-openworked-dial-g0rm-016-spy001
avi-richard-mille-rm-016-skeleton-dial-g0m01607004,mismatch,name;price;reference,Richard Mille RM 016 Titanium Ultra Thin Limited Edition Americas Skeleton Dial Watch,Richard Mille RM 016,Richard Mille,NULL,NULL,RM016,0,75799.0,3,3,/api/uploads/aviandco/products/m01607004--1-352-1-fe62c956f58c01b4.jpg,https://www.aviandco.com/richard-mille-rm-016-skeleton-dial-g0m01607004
avi-richard-mille-rm-030-skeleton-dial-g0rm030-011-01,mismatch,name;reference,"Richard Mille RM 030 White Ceramic, ""Le mans Classic"", Skeleton Dial, 50 mm",Richard Mille RM 030,Richard Mille,NULL,NULL,RM030,256000,256000.0,3,3,/api/uploads/aviandco/products/g0rm030-011-1-745cda97e71719b3.jpg,https://www.aviandco.com/richard-mille-rm-030-skeleton-dial-g0rm030-011-01
avi-richard-mille-rm-030-transparent-dial-g0rm030-spy002,mismatch,name;price;reference,"Richard Mille RM 030 ""Americas"", Black Carbon, Transparent Dial, 42 mm",Richard Mille RM 030,Richard Mille,NULL,NULL,RM030,0,230000.0,3,3,/api/uploads/aviandco/products/richard-mille-rm030-g0rm030-spy001-1-25ea68b076912be5.jpg,https://www.aviandco.com/richard-mille-rm-030-transparent-dial-g0rm030-spy002
